S. No.,State,Destination,LATITUDE,LONGITUDE,CULTURAL_IMPORTANCE
26,Odisha,Ratnagiri and Udayagiri,20.5937,85.8194,"Ratnagiri and Udayagiri are important Buddhist archaeological sites in Odisha, known for their ancient monasteries, stupas, and sculptures dating back to the 5th–13th centuries CE. These sites were major centers of Buddhist learning and art, reflecting the region's historical significance in the spread of Buddhism and its cultural syncretism."
26,Odisha,Lalitigiri,20.6211,86.1997,"Lalitgiri is an ancient Buddhist site in Odisha, part of the Diamond Triangle along with Ratnagiri and Udayagiri. It is known for its stupas, monasteries, and relic caskets, and is considered one of the earliest Buddhist settlements in the region. Lalitgiri is significant for its archaeological discoveries and its role in the history of Buddhism in eastern India."
31,Tamil nadu,Coimbatore,11.0018115,76.9628425,"Coimbatore , also known as Kovai , is one of the major metropolitan cities in the Indian state of Tamil Nadu. It is located on the banks of the Noyyal River and surrounded by the Western Ghats. Coimbatore is the second largest city in Tamil Nadu after Chennai in terms of population and the 16th largest urban agglomeration in India as per the census 2011. It is the administrative capital of Coimbatore District and is administered by the C... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Coimbatore)"
31,Tamil nadu,Palani,10.4511094,77.5154495,"Palani or Pazhani is a town in Dindigul district of Tamil Nadu state in India. It is located about 54 kilometres west of Dindigul, 106 kilometres south-east of Coimbatore, 122 kilometres north-west of Madurai, 67 kilometres from Kodaikanal. The Palani Murugan Temple or Arulmigu Dhandayuthapani Swamy Temple , dedicated to Murugan is situated on a hill overlooking the town. The temple is visited by more than 7 million pilgrims eac... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Palani)"
31,Tamil nadu,Thanjavur,10.659037,79.2014278,"Thanjavur , also known as Thanjai, previously known as Tanjore, is a city in the Indian state of Tamil Nadu. It is the 12th biggest city in Tamil Nadu. Thanjavur is an important center of southern Indian religion, art, and architecture. Most of the Great Living Chola Temples, which are UNESCO World Heritage Monuments, are located in and around Thanjavur. The foremost among these, the Brihadisvara Temple, built by the Chola emperor Rajaraja I, is located in the centre of th... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Thanjavur)"
31,Tamil nadu,Hogenakkal,12.1214298,77.7776786,"Hogenakkal may refer to: Hogenakkal , a village in Tamil Nadu Hogenakkal Falls, a waterfall on the Cauvery river in Tamil Nadu. Hogenakkal Integrated Drinking Water Project Hogenakkal Falls water dispute... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Hogenakkal)"
31,Tamil nadu,Kumbakonam,10.9604108,79.3820861,"Kumbakonam , or Kudanthai, is a city municipal corporation in the Thanjavur district in the Indian state of Tamil Nadu. It is located 40 km from Thanjavur and 282 km from Chennai and is the headquarters of the Kumbakonam taluk of Thanjavur district. It is the second largest city in the district after Thanjavur. The city is bounded by two rivers, the Kaveri River to the north and Arasalar River to the south. Kumbakonam is known as a ""T... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kumbakonam)"
31,Tamil nadu,Kancheepuram,12.8796051,79.7042762,"Kanchipuram , also known as Kanjeevaram, is a stand alone city corporation, satellite nodal city of Chennai in the Indian state of Tamil Nadu in the Tondaimandalam region, 72 km from Chennai – the capital of Tamil Nadu. Known as the City of Thousand Temples, Kanchipuram is known for its temple architectures, 1000-pillared halls, huge temple towers and silk saris. Kanchipuram serves as one of the most important inland tourist destinations in India. Kanchi... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kanchipuram)"
31,Tamil nadu,Chidambaram,11.3920706,79.703025,"Chidambaram is a major town and municipality in Cuddalore district in the Indian state of Tamil Nadu, on the banks of the Vellar River where it meets the Bay of Bengal. It is the headquarters of the Chidambaram taluk. The town is believed to be of significant antiquity and has been ruled, at different times, by the Pallavas until ninth century, Medieval Cholas, Later Cholas, Later Pandyas, Vijayanagara Empire, Thanjavur Nayakas, Marathas and the British. The town is known for the Thillai Nataraj... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Chidambaram)"
31,Tamil nadu,Yercand,11.3958,76.6932,"Yercaud is a hill station in the Salem district of Tamil Nadu, India, located in the Shevaroy Hills of the Eastern Ghats. It is known for its pleasant climate, coffee plantations, and colonial-era bungalows. Yercaud is culturally significant for its annual Summer Festival, traditional tribal communities, and as a center for horticulture and floriculture."
31,Tamil nadu,Courtallam,8.9402,77.2686,"Courtallam, natively spelt Kutrālam or Kuttālam, is a panchayat town situated at a mean elevation of 160 m in the foothills of the Western Ghats in Tenkasi district of Tamil Nadu, India. The Coutrallam Falls on the Chittar River is a major tourist attraction. Courtallam is culturally important for its ancient temples, traditional medicinal baths, and as a center for Siddha medicine and wellness tourism."
31,Tamil nadu,Mamallapuram,12.6229,80.1932,"Mamallapuram , is a town in Chengalpattu district in the southeastern Indian state of Tamil Nadu, best known for the UNESCO World Heritage Site of 7th- and 8th-century Hindu Group of Monuments at Mahabalipuram. It is one of the famous tourist sites in India. The ancient name of the place is Thirukadalmallai. It is a part of Chennai Metropolitan Area. It is a satellite town of Chennai. Mamallapuram was one of two major port cities in the Pallava kingdom. The town was a major center for Pallava art and architecture, renowned for its rock-cut temples, cave sanctuaries, and shore temple, reflecting the region's rich Dravidian heritage."
31,Tamil nadu,Velankanni,10.6818,79.8497,"Velankanni , is a Special Grade Panchayat Town in Nagapattinam district in the Indian state of Tamil Nadu. It lies on the Coromandel Coast of the Bay of Bengal, 350 km south of Chennai , 12 km south of Nagapattinam, and 33 km southeast of Thiruvarur. A canal built to link this town with Vedaranyam still lies to the west. The Vellayar, a minor branch of the Cauvery River, runs south of the town and discharges into the sea. The town was among the worst hit by the tsunami caused by the 2004 Indian Ocean earthquake. Velankanni is culturally significant as a major Christian pilgrimage site, home to the Basilica of Our Lady of Good Health, attracting millions of devotees from across India and abroad."
31,Tamil nadu,Nagore,10.8152,79.8543,"Nagore is a town in the Nagapattinam District, Tamil Nadu, India. It is located approximately 12 km South of Karaikal and 5 km North of Nagapattinam. Nearby towns are Karaikal, Tiruvarur, and Velankanni. It has a population of approximately 39,000. The prime attraction of the town is the Nagore Dargah Shareef. A sixteenth-century Islamic shrine, Nagore Dargah attracts millions of pilgrims irrespective of caste, creed or religion. Nagore is culturally important for its syncretic religious traditions, annual Urs festival, and as a symbol of communal harmony."
31,Tamil nadu,Tiruttani,13.1751,79.6167,"Tiruttani is a historic temple town situated in the Tiruvallur district and serves as a suburb of Chennai within the Chennai Metropolitan Area in the southern Indian state of Tamil Nadu. The town is famous for the Tiruttani Murugan Temple, an ancient Hindu temple dedicated to Kartikeya, also known as Murugan, the Hindu god of war. This temple is one of the Arupadaiveedu, a group of six significant abodes of Murugan. Tiruttani was officially incorporated into the Chennai Metropolitan Area in October 2022. The town is culturally significant for its religious festivals, especially Thaipusam and Karthigai Deepam, and as a center for Tamil devotional music and traditions."
31,Tamil nadu,Coonoor,11.3501,76.7953,"Coonoor , is a taluk and a municipal town of the Nilgiris district in the Indian state of Tamil Nadu. As of 2011, the town had a population of 45,494. The town sits at the south-east corner of the Nilgiri plateau, and at the head of the Coonoor Ghat, the principal pass connecting the Nilgiris to the plains. It is 363 miles by rail from Chennai and 12 miles from Ooty. The town is built within the picturesque Jackatalla valley , surrounded by wooded hills. Coonoor is culturally important for its colonial heritage, tea plantations, and as a center for Toda tribal culture and traditional festivals."
31,Tamil nadu,Elagiri,12.589316,78.6323577,"Yelagiri , also spelled Elagiri, is a hill station located in Tirupathur district of Tamil Nadu, India. Located at an altitude of 1,410 m , it forms a part of the Eastern Ghats mountain range. The hills consist of 14 hamlets spread across an area of 72 km2 . Yelagiri is culturally significant for its indigenous tribal communities, traditional festivals, and as a center for horticulture and adventure tourism."
31,Tamil nadu,Poompuhar,11.1452914,79.8537308,"Poompuhar is a town in the Mayiladuthurai district in the southern Indian state of Tamil Nadu. The town, also known as Puhar, is referred to as Kaveri Poompattinam in ancient Tamil literature. It was once a flourishing ancient port city known as Kaveri poompattinam and Kaveripattanam , which for a while served as the capital of the early Chola kings in Tamilakam, connecting South India with regions like Southeast Asia, the Roman Empire, and Greece. Poompuhar is culturally important for its archaeological remains, association with the Tamil epic Silappatikaram, and as a symbol of ancient Tamil maritime heritage."
31,Tamil nadu,Mudumalai,11.6191251,76.474585,"Mudumalai National Park is a national park in the Nilgiri Mountains in Tamil Nadu in southern India. It covers 321 km2 at an elevation range of 850–1,250 m in the Nilgiri District and shares boundaries with the states of Karnataka and Kerala. A part of this area has been protected since 1940. The national park has been part of Nilgiri Biosphere Reserve since 1986 and was declared a tiger reserve together with a buffer zone of 367.59 km2 in 2007. It receives an average annual rainfall of 1,200 mm. Mudumalai is culturally significant for its role in wildlife conservation, indigenous tribal communities, and as a center for environmental education and ecotourism."
31,Tamil nadu,Pitchavaram,11.4378834,79.7190622,"Pichavaram is one of the villages of Parangipettai near Chidambaram in Cuddalore District, Tamil Nadu, India. It is located between the Vellar estuary in the north and Coleroon estuary in the south. The Vellar-Coleroon estuarine complex forms the Killai backwater and the mangroves that are permanently rooted in a few feet of water. It is located at a distance of 243 km from Chennai and 15 km from Chidambaram. Pichavaram is culturally important for its unique mangrove ecosystem, traditional fishing communities, and as a site for promoting environmental awareness and ecotourism."
31,Tamil nadu,Panchalankurichi,8.6391,77.8666,"Panchalankurichi is a village, 3 km from Ottapidaram and 21 km from Thoothukudi in Thoothukudi district, Tamil Nadu, India. Panchalankurichi was once a Palayam and is best known as the birthplace of Veerapandiya Kattabomman, an 18th-century Palayakarrar , who opposed the British East India Company governance in the area and its revenue-raising methods. Panchalankurichi is culturally significant for its association with Tamil resistance against colonial rule, the Kattabomman Memorial Fort, and as a symbol of regional pride and valor."
32,Tripura,Agartala,23.8312377,91.2823821,"Agartala is the capital and the largest city of the Indian state of Tripura, situated on the banks of Haora/Saidra River, about 2 kilometres east of the border with Bangladesh and about 2,499 km from the national capital, New Delhi. According to 2022 AMC data, Agartala is the second most populous city after Guwahati in Northeast India. It is India's third international internet gateway and being developed under the Smart Cities M... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Agartala)"
33,Uttar Pradesh,Allahabad,25.4381302,81.8338005,"Prayagraj , formerly and colloquially known as Allahabad, is a metropolis in the Indian state of Uttar Pradesh. It is the administrative headquarters of the Prayagraj district, the most populous district in the state and 13th most populous district in India and the Prayagraj division. The city is the judicial capital of Uttar Pradesh with the Allahabad High Court being the highest judicial body in the state. As of 2011, Prayagraj is the seventh most pop... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Prayagraj)"
33,Uttar Pradesh,Ayodhya,26.7990707,82.2052321,"Ayodhya is a city situated on the banks of the Sarayu river in the Indian state of Uttar Pradesh. It is the administrative headquarters of the Ayodhya district as well as the Ayodhya division of Uttar Pradesh, India. Ayodhya became the top tourist destination of Uttar Pradesh with 110 million visitors in the first half of 2024, surpassing Varanasi. Ayodhya was historically known as Saketa until renamed Ayodhya, by Skandagupta. The early Buddhist and Ja... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Ayodhya)"
33,Uttar Pradesh,Govardhan,27.497349,77.4611872,"Govardhan also called Giriraj, is a key pilgrimage centre in India and a municipal town; a nagar panchayat; seat of an MLA of Uttar Pradesh; a Tehsil, in Mathura district in India in the state of Uttar Pradesh. About 23 kilometres from Mathura, the town is on the road link between Mathura and Deeg.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Govardhan)"
33,Uttar Pradesh,Agra,27.1752554,78.0098161,"Agra is a city on the banks of the Yamuna river in the Indian state of Uttar Pradesh, about 230 kilometres south-east of the national capital Delhi and 330 km west of the state capital Lucknow. With a population of roughly 1.6 million, Agra is the fourth-most populous city in Uttar Pradesh and twenty-third most populous city in India. Agra's notable historical period began during Sikandar Khan Lodi's reign, but the golden age of the city bega... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Agra)"
33,Uttar Pradesh,Mathura,27.4955539,77.6855554,"Mathura is a city and the administrative headquarters of Mathura district in the Indian state of Uttar Pradesh. It is located 162 kilometres south-east of Delhi; and about 15 kilometres from the town of Vrindavan. In ancient times, Mathura was an economic hub, located at the junction of important caravan routes. The 2011 Census of India estimated the population of Mathura at 441,894. In Hinduism, the birthplace of Krishna, one of the main d... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Mathura)"
33,Uttar Pradesh,Chitrakut,25.2173874,80.9236326,"Chitrakoot Dham is a city in the Chitrakoot district, in the India state of Uttar Pradesh. It is the headquarters of the Chitrakoot district. Situated in the Baghelkhand region, it holds great cultural, historical, religious and archaeological importance and it is said that Rama, a major deity in Hinduism, spent 11 years of exile in Chitrakoot. It is connected to the town of Chitrakoot, situated in the Satna district of Madhya Pradesh.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Chitrakoot_Dham)"
33,Uttar Pradesh,Varanasi,25.3356491,83.0076292,"Varanasi or Kashi, is a city on the Ganges river in northern India that has a central place in the traditions of pilgrimage, death, and mourning in the Hindu world. The city has a syncretic tradition of Islamic artisanship that underpins its religious tourism. Located in the middle-Ganges valley in the southeastern part of the state of Uttar Pradesh, Varanasi lies on the left bank of the river. It... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Varanasi)"
33,Uttar Pradesh,Lucknow,26.8381,80.9346001,"Lucknow is the capital and the largest city of the Indian state of Uttar Pradesh and it is the administrative headquarters of the eponymous district and division. Having a population of 2.8 million as per 2011 census, it is the eleventh most populous city and the twelfth-most populous urban agglomeration of India. Lucknow has always been a multicultural city that flourished as a North Indian cultural and artistic hub, and the seat of power of Nawabs i... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Lucknow)"
33,Uttar Pradesh,Radhakund,27.5395058,77.521545,Radha Kund is a town and nagar panchayat in Mathura district in the Indian state of Uttar Pradesh. It is also one of the pilgrimage sites dedicated to Hindu goddess Radha.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Radha_Kund)
33,Uttar Pradesh,Vrindavan,27.5753726,77.6938045,"Vrindavan , also spelt Vrindaban and Brindaban, is a historical city in the Mathura district of Uttar Pradesh, India. It is located in the Braj Bhoomi region and holds religious importance for Hindus who believe that Krishna, one of the main Gods in Hinduism, spent most of his childhood in this city. Vrindavan has about 5,500 temples dedicated to the worship of Krishna and his chief consort, Radha. It is one of the most sacred places for Vaishnava trad... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Vrindavan)"
33,Uttar Pradesh,Vindhyachal,25.1643804,82.5043173,"Vindhyachal is a city in Mirzapur district of the Indian state of Uttar Pradesh. The city is a Hindu pilgrimage site having the temple of Vindhyavasini, who according to Markandeya Purana, had incarnated to kill the demon Mahishasura. A detailed description has been given in the 'Durga Saptashati' chapter of the Markandeya Purana. The river Ganga flows through this city. The Indian Standard Time line passes through the Vindhyachal railway station.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Vindhyachal)"
33,Uttar Pradesh,Shakumbari Devi,29.9672,77.6772,"Shakumbari Devi Temple is a revered Hindu shrine located in the Saharanpur district of Uttar Pradesh. The temple is dedicated to Goddess Shakumbari, an incarnation of Goddess Durga. It is an important pilgrimage site, especially during the Navratri festival, and is associated with local legends and traditional rituals. The temple attracts thousands of devotees seeking blessings for prosperity and well-being."
33,Uttar Pradesh,Soraun (Etah),27.5591,78.6621,"Soraun is a town in Etah district, Uttar Pradesh. While not widely known for major monuments, it reflects the rural cultural landscape of the region, with traditional festivals, local crafts, and agricultural practices contributing to the area's heritage."
33,Uttar Pradesh,Barsana,27.6481353,77.3764667,"Barsana is a historical town and nagar panchayat in the Mathura district of the state of Uttar Pradesh, India. The town holds cultural and religious significance as the birthplace of Hindu goddess Radha, the chief consort of Krishna. Barsana is situated in the Braj region. The main attraction of the town is the historical Radha Rani Temple which attracts huge number of devotees throughout the year. Barsana is an integral part of the Krishna pilgrimage circuit which also includes Mathura, Vrindav... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Barsana)"
33,Uttar Pradesh,Brajghat (Garhmukteshwar),28.7896,78.0962,"Brajghat is a popular ghat on the banks of the Ganges River near Garhmukteshwar in Uttar Pradesh. It is significant for its religious rituals, especially during festivals and holy bathing days. The site is associated with Hindu traditions and serves as a gathering place for pilgrims and devotees."
33,Uttar Pradesh,Astabhuja,25.1452,82.5732,"Astabhuja refers to the Astabhuja Devi Temple, located near Vindhyachal in Uttar Pradesh. The temple is dedicated to Goddess Astabhuja, an eight-armed form of Durga. It is an important pilgrimage site, especially during Navratri, and is associated with local legends and traditional worship practices."
33,Uttar Pradesh,Kusum Sarovar,27.5119727,77.4783716,"Kusum Sarovar is a sacred water reservoir with a historic sand monument in its backdrop. It is situated on the holy Govardhan Hill between Manasi Ganga and Radha Kund in Mathura district of Uttar Pradesh, India. Kusum Sarovar is considered one of the sacred spots that witnessed the pastimes of Hindu deities Radha and Krishna. It is also the place of Jat ruler Maharaja Suraj Mal's memorial chhatri. Kusum Sarovar has Narada Kund, where Bhakti Sutra verses were written by Narada and the Sri Sri Rad... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kusum_Sarovar)"
33,Uttar Pradesh,Gorakhpur,26.6677977,83.3642334,"Gorakhpur is a city in the Indian state of Uttar Pradesh, along the banks of the Rapti river in the Purvanchal region. It is situated 272 kilometres east of the state capital, Lucknow. It is the administrative headquarters of Gorakhpur district, North Eastern Railway Zone and Gorakhpur division. The city is home to the Gorakhnath Math, a Gorakhnath temple. The city also has had an Indian Air Force station since 1963. Gita Press, the world's largest publisher of Hindu religious texts like Ramaya... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Gorakhpur)"
33,Uttar Pradesh,Mau,26.0390904,83.4985846,"Mau, also now known as Maunath Bhanjan, is an industrial town and the headquarter of the Mau district. It is located in the eastern part of Uttar Pradesh, India. The town is known for its saree industry which is a traditional business and centuries old art of the people of this city.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Mau,_Uttar_Pradesh)"
33,Uttar Pradesh,Jhansi,25.529855,78.6527802,"Jhansi is a historic city in the Indian state of Uttar Pradesh. Balwant Nagar was the old name of Jhansi. It lies in the region of Bundelkhand, on the banks of the Pahuj River, in the extreme south of Uttar Pradesh. Jhansi is the administrative headquarters of Jhansi district and Jhansi division. Also called the Gateway to Bundelkhand, Jhansi is situated near and around the rivers Pahuj and Betwa at an average elevation of 285 m . It is abou... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Jhansi)"
33,Uttar Pradesh,Nandgaon,27.7109688,77.3856842,"Nandgaon is a historical town and a nagar panchayat in Mathura district in the Indian state of Uttar Pradesh. Nandgaon is a religious centre in Braj region. The town is named after Nandi, the bull of Shiva, and was formerly called Nandigrāma. The hill in the town was formerly known as Nandīśvar or Rudraparvata, and was considered to be Śiva-svarūpa . Before the sixteenth century, the town was not associated with Krishna. Since then, due to its proximity to Barsana (birthplace o... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Nandgaon,_Uttar_Pradesh)"
33,Uttar Pradesh,Mahadeva (Barabank),26.9636,81.1892,"Mahadeva is a village in Barabanki district, Uttar Pradesh, known for the ancient Mahadeva Temple dedicated to Lord Shiva. The temple is an important pilgrimage site, especially during the annual Shivratri fair, attracting thousands of devotees who come to offer prayers and participate in traditional rituals."
33,Uttar Pradesh,Baliya,25.8749594,84.1210329,"Baliya is a district in eastern Uttar Pradesh, India, known for its role in the Indian independence movement and its vibrant Bhojpuri culture. The region is significant for its traditional festivals, folk music, and as a center for regional literature and arts."
33,Uttar Pradesh,Meerut,29.0018557,77.7679671,"Meerut is a city in the western region of the Indian state of Uttar Pradesh. Located in the Meerut district, it is 80 km northeast of the national capital, New Delhi, and is 480 km west of the state capital, Lucknow. Meerut is the second-most populous city in the National Capital Region , after Delhi. As of 2024, Meerut is the 34th-most populous city in India. In 1803, Meerut rose to prominence during the British colonial era, where it was t... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Meerut)"
33,Uttar Pradesh,Garhmukteshwar (Panchsil Nagar),28.7896,78.0962,"Garhmukteshwar is a town in Hapur district, Uttar Pradesh, situated on the banks of the Ganges River. It is known for the Garhmukteshwar Temple dedicated to Lord Shiva and is a significant pilgrimage site, especially during the Kartik month when devotees gather for holy dips in the Ganges. The town is culturally important for its religious fairs, traditional rituals, and as a center for Hindu worship."
33,Uttar Pradesh,Sarnath,25.3776274,83.0275999,"Sarnath is a town northeast of Varanasi, in Uttar Pradesh, India. As the Lalitavistara sutra states, the Gautama Buddha chose ""Deer Park by the Hill of the Fallen Sages, outside of Varanasi"" for his first teaching after he attained enlightenment in Bodh Gaya. The teaching is entitled Dhammacakkappavattana sutra. Sarnath is one of the eight most important pilgrimage sites for Buddhists, and has been... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Sarnath)"
33,Uttar Pradesh,Bhairav Deo Sthal Azamgarh,26.0676,83.1836,"Bhairav Deo Sthal in Azamgarh is a local religious site dedicated to Lord Bhairav, an incarnation of Shiva. It is significant for its association with local legends, traditional worship, and as a center for community gatherings and festivals."
33,Uttar Pradesh,Bareilly,28.4582344,79.4047452,"Bareilly is a city in Bareilly district in the Indian state of Uttar Pradesh. It is among the largest metropolises in Western Uttar Pradesh and is the centre of the Bareilly division as well as the historical region of Rohilkhand. The city lies in the Indo-Gangetic Plains, about 252 kilometres northwest of the state capital, Lucknow, and 265 kilometres east of the national capital, New Delhi. With a population of 903,668 in 2011, it is t... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bareilly)"
33,Uttar Pradesh,Gokul,27.439072,77.7203733,"Gokul is a town in the Mathura district of the Indian state of Uttar Pradesh. It is located 15 kilometres south-east of Mathura. Gokul is culturally significant as the place where Lord Krishna spent his childhood, and is a major pilgrimage site for devotees, especially during Janmashtami and other Krishna-related festivals. The town is known for its temples, traditional rituals, and association with the legends of Krishna's early life."
33,Uttar Pradesh,Hasitnapur,29.1621,78.0162,"Hastinapur is an ancient city in Uttar Pradesh, historically significant as the capital of the Kuru Kingdom in the Mahabharata. It is an important pilgrimage site for Hindus and Jains, with several temples and archaeological remains reflecting its mythological and cultural heritage."
33,Uttar Pradesh,Kalpi (Jalaun),26.1216714,79.7458188,"Kalpi is a historic town in Jalaun district, Uttar Pradesh, situated on the banks of the Yamuna River. It is known for its ancient temples, association with the Indian freedom movement, and as the birthplace of the poet Sant Tulsidas. Kalpi is culturally important for its fairs, traditional crafts, and historical monuments."
33,Uttar Pradesh,Vidurkuty,25.1556,82.5732,"Vidurkuti is a site in Uttar Pradesh associated with Vidura, a character from the Mahabharata. It is considered sacred by devotees and is visited for its mythological significance, traditional rituals, and as a center for local religious gatherings."
33,Uttar Pradesh,Charkhari,25.4149429,79.7494938,"Charkhari is a city in Mahoba district in the state of Uttar Pradesh, India. This is the Kashmir of Bundelkhand. It was the capital of the Charkhari concession. There are lakes named Vijay Sagar, Malkhan Sagar, Vanshi Sagar, Jai Sagar, Ratan Sagar and Kothi Tal. There are 108 temples of Krishna giving the nature and beauty of Vraj to Charkhari city. In which Gopal Bihari temple of Sudamapuri, Guman Bihari of Ryanpur, temple of Mangalgarh, Bakht Bihari, temple of Banke Bihari and cave of Madavya... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Charkhari)"
33,Uttar Pradesh,Azangarh,26.0676,83.1836,"Azamgarh is a city in Uttar Pradesh known for its historical sites, traditional crafts, and vibrant cultural festivals. The region is significant for its literary contributions, folk music, and as a center for regional arts and education."
33,Uttar Pradesh,Naraura,27.1855541,81.9564879,"Narora is a town located on the banks of river Ganga, in tehsil Dibai, district Bulandshahr, Uttar Pradesh, India. It is popular for being the site of Nuclear Power Corporation of India Limited. The town has a large but stable riverbank formed by Ganga. Narora is culturally important for its religious significance, traditional fairs, and as a site for Ganga worship and rituals."
33,Uttar Pradesh,Lalitpur,24.6999688,78.51862,"Lalitpur is a city and a municipal board in Lalitpur District, India in the Indian state of Uttar Pradesh. It is also district headquarters of Lalitpur district. The city is part of Bundelkhand region. Raja Sumer Singh, a chieftain from Central India, is said to have founded Lalitpur, and named it after his queen Lalita Devi, who cured him of a snake that lodged in his stomach, of which story parallels are heard in several places, {see Cunningham’s Archaeological Report, Vol. X)... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Lalitpur,_India)"
33,Uttar Pradesh,Shukratal,29.4491,78.0957,"Shukratal is a town in Muzaffarnagar district, Uttar Pradesh, known for its association with the recitation of the Bhagavata Purana by Shukadeva to King Parikshit. It is a significant pilgrimage site for Hindus, especially during religious gatherings and festivals."
33,Uttar Pradesh,Gaziyabad,28.6692,77.4538,"Ghaziabad is a major city in Uttar Pradesh, part of the National Capital Region. It is known for its rapid urbanization, industrial growth, and as a center for education and commerce. The city is culturally significant for its diverse communities, festivals, and historical sites."
33,Uttar Pradesh,Kushinagr(Padrauna),26.7397,83.8872,"Kushinagar is a town in Uttar Pradesh, famous as the place where Gautama Buddha attained Mahaparinirvana (final nirvana). It is an important Buddhist pilgrimage site, with several ancient stupas, temples, and archaeological remains reflecting its spiritual and historical significance."
33,Uttar Pradesh,Bulandashahar,28.4069,77.8498,"Bulandshahr is a city in Uttar Pradesh known for its historical monuments, traditional crafts, and vibrant festivals. The city is culturally important for its temples, fairs, and as a center for regional trade and agriculture."
33,Uttar Pradesh,Pura Mahadeva (Bagpat),29.0002,77.2636,"Pura Mahadeva is a village in Bagpat district, Uttar Pradesh, known for its ancient Shiva temple. The site is significant for its religious rituals, traditional fairs, and as a center for local community gatherings."
33,Uttar Pradesh,Mirzapur,24.9316896,82.6280163,"Mirzapur is a city in Uttar Pradesh, India. It is known for its carpets and brassware industries, and the tradition of kajari and birha music. Straddled by the Kaimur extension of Vindhya mountains, it served as the headquarters of the Mirzapur district. In the district, Vindhya mountains meet with Indo-Gangetic Plain.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Mirzapur)"
33,Uttar Pradesh,Sitamarhi,26.6006,85.4913,"Sitamarhi is the headquarters of the Sitamarhi district in Tirhut Division, Bihar. The city was named in honour of Sītā, wife of Rāma, who was born in Sitamarhi according to Hindu legends. In 1875, a subdivision for Sitamarhi was created within the Muzaffarpur district. Sitamarhi was detached from Muzaffarpur and made a separate district on December 11, 1972. The district headquarters is located in Dumra, five kilometres south of Sitamarhi's main temple.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Sitamarhi)"
33,Uttar Pradesh,Mahoba,25.3615938,79.706011,"Mahoba is a city in Mahoba District of the Indian state of Uttar Pradesh in the Bundelkhand region, well known for the ninth century granite Sun temple built in Pratihara style. It is also well known for the 24 rock-cut Jain tirthankara image on Gokhar hill. Mahoba is known for being the capital of Chandela dynasty and its closeness to Khajuraho, Lavkushnagar and other historic places like Kulpahar, Charkhari, Kalinjar, Orchha, and Jhansi. The town is connected with railways and state highways.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Mahoba)"
33,Uttar Pradesh,Sant Kabirnagar,26.7836,83.0666,"Sant Kabir Nagar is a district in Uttar Pradesh named after the poet-saint Kabir. The region is culturally significant for its association with Kabir's teachings, traditional fairs, and as a center for local crafts and folk music."
33,Uttar Pradesh,Banda,25.4438537,80.5595237,"Banda is a city and a municipal board in Banda district in the state of Uttar Pradesh, India. Banda is divided among north, east, west and south Banda. Banda lies south of the Yamuna river in the Bundelkhand region. It is the administrative headquarters of Banda District. The town is well connected to major cities with railways and state highways. The town is near the right bank of the river Ken, 189 km south-west of Allahabad. Banda was a town and district of British India, in the Allahabad div... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Banda,_Uttar_Pradesh)"
